104,8,14,22,23,25
105,14,19,20,23,30
106,6,10,25,26,30
107,14,15,17,22,27
108,11,12,16,26,32
109,8,24,25,33,35
110,1,2,6,22,35
111,1,2,17,18,20
112,4,8,10,21,28
113,2,7,18,23,35
114,7,15,16,19,30
115,2,3,6,16,35
116,7,13,15,25,30
117,1,2,9,14,17
118,3,8,12,15,16
119,11,13,16,19,23
120,8,12,25,29,34
121,1,4,5,16,26
122,1,20,22,24,29
123,6,15,17,29,31
124,10,18,19,23,26
125,6,7,11,17,31
126,2,10,13,15,21
127,10,11,13,22,29
128,9,10,15,20,35
129,1,2,10,21,31
130,3,8,13,22,32
131,5,14,23,25,31
132,2,4,9,13,25
133,10,12,20,25,30
134,2,6,9,10,30
135,1,3,14,18,23
136,3,8,21,22,34
137,4,21,27,28,35
138,3,13,15,23,27
139,7,20,24,27,35
140,1,8,12,15,28
141,3,15,16,18,32
142,5,6,10,17,26
143,5,8,11,15,18
144,6,14,18,22,30
145,9,10,14,16,23
146,2,3,16,19,28
147,3,15,25,26,33
148,3,10,16,23,25
149,8,15,20,26,29
150,15,23,25,32,33
151,1,9,11,14,19
152,8,29,31,32,35
153,7,9,12,13,17
154,7,12,19,26,28
155,11,13,21,24,28
156,18,24,28,34,35
157,2,7,10,12,35
158,7,8,9,30,32
159,13,19,23,33,35
160,5,6,8,10,18
161,21,25,27,33,34
162,3,16,19,27,33
163,1,3,12,25,35
164,1,7,10,16,20
165,5,11,22,29,31
166,1,5,12,22,23
167,7,10,14,18,33
168,1,13,22,27,33
169,1,2,3,11,29
170,7,16,32,33,35
171,3,12,27,30,33
172,7,18,28,33,35
173,3,12,24,28,32
174,4,19,24,25,31
175,8,17,19,20,31
176,1,12,14,18,31
177,4,17,18,23,30
178,17,18,19,28,34
179,1,7,12,23,25
180,2,10,19,25,29
181,10,14,17,23,24
182,3,7,9,11,20
183,4,6,9,20,33
184,15,24,26,29,34
185,11,16,22,26,31
186,10,16,18,23,32
187,14,20,21,28,33
188,6,23,27,28,29
189,15,20,23,29,34
190,4,5,6,17,34
191,7,8,22,25,31
192,4,13,17,21,31
193,9,21,22,26,29
194,1,2,5,19,31
195,5,11,17,20,27
196,2,23,24,25,34
197,1,5,9,19,34
198,3,11,17,18,33
199,21,22,24,31,35
200,5,7,9,11,27
201,11,25,26,29,35
202,7,9,12,16,30
203,6,9,11,25,34
204,23,26,29,32,34
205,13,20,26,32,35
206,9,11,17,33,34
207,6,9,21,27,32
208,14,18,20,33,35
209,10,11,23,25,31
210,6,10,33,34,35
211,2,9,24,25,27
212,10,11,12,13,16
213,17,20,24,25,33
214,2,3,6,7,35
215,4,12,25,27,28
216,4,12,17,18,21
217,1,12,15,22,23
218,2,5,10,20,26
219,7,11,16,28,31
220,7,8,11,22,28
221,3,11,12,23,24
222,10,22,23,24,32
223,1,12,15,26,28
224,1,8,11,27,31
225,1,4,12,14,15
226,1,16,21,24,32
227,2,20,25,27,35
228,5,23,24,25,29
229,2,3,10,21,24
230,3,15,27,31,35
231,2,3,9,14,31
232,3,4,7,24,33
233,3,23,29,32,33
234,7,22,23,24,29
235,6,12,18,33,34
236,7,11,15,25,33
237,6,13,19,26,31
238,3,5,6,13,33
239,4,8,9,13,23
240,8,12,28,29,31
241,4,16,20,25,32
242,6,23,30,33,34
243,1,9,16,27,31
244,5,12,21,25,29
245,15,18,23,29,30
246,2,5,18,33,34
247,8,14,20,25,28
248,5,14,17,18,28
249,12,18,23,24,33
250,6,10,19,20,21
251,5,6,9,16,34
252,11,19,28,31,35
253,17,18,23,24,26
254,3,5,11,12,22
255,6,11,13,18,19
256,4,5,16,19,34
257,2,3,14,16,23
258,13,14,25,29,32
259,7,21,24,31,35
260,6,7,9,12,19
261,2,4,27,28,33
262,21,22,25,31,35
263,3,4,14,28,32
264,1,21,22,30,34
265,2,6,13,21,27
266,5,13,19,20,28
267,9,14,17,23,24
268,1,2,4,5,7
269,2,5,11,17,33
270,6,15,20,23,35
271,8,11,15,19,22
272,8,15,20,25,27
273,2,5,7,14,33
274,6,25,27,30,35
275,10,24,25,31,34
276,21,24,27,28,31
277,3,4,15,30,35
278,9,20,31,33,34
279,2,20,26,28,35
280,1,3,25,26,27
281,7,8,12,20,32
282,2,18,30,34,35
283,3,5,10,16,19
284,3,14,21,24,32
285,1,4,7,13,26
286,3,12,25,27,31
287,4,5,14,16,19
288,9,17,26,27,31
289,3,12,15,19,31
290,9,11,20,21,30
291,11,12,24,28,29
292,10,20,25,26,31
293,1,7,17,20,29
294,20,25,30,31,32
295,12,16,26,27,34
296,8,12,13,14,27
297,3,6,10,13,24
298,1,5,10,14,15
299,5,9,15,18,29
300,11,17,18,20,27
301,3,8,10,13,14
302,8,9,23,25,30
303,11,13,21,30,32
304,6,11,15,27,29
305,2,5,25,29,30
306,5,7,21,26,28
307,5,8,28,31,35
308,1,6,7,22,27
309,8,15,23,25,26
310,8,18,19,25,28
311,2,15,16,25,27
312,1,22,30,31,33
313,5,9,23,27,28
314,3,6,22,25,34
315,6,8,9,25,35
316,3,8,15,31,35
317,4,15,19,25,27
318,4,13,18,24,31
319,8,12,32,33,35
320,13,14,21,29,32
321,6,11,15,26,35
322,5,9,15,31,35
323,3,16,18,23,24
324,6,14,25,30,31
325,1,18,30,32,35
326,14,17,25,26,33
327,6,8,19,31,32
328,4,7,24,29,33
329,10,12,21,22,25
330,1,4,18,20,25
331,8,11,20,28,30
332,2,4,19,22,24
333,1,9,28,31,34
334,1,3,20,21,23
335,6,17,23,29,30
336,8,9,15,26,29
337,3,8,12,19,33
338,7,20,28,32,33
339,15,16,22,26,29
340,6,8,16,18,25
341,8,17,28,30,34
342,6,20,25,26,32
343,4,7,16,23,30
344,7,10,16,26,29
345,11,24,32,33,34
346,5,12,23,25,29
347,2,12,13,14,25
348,5,14,21,22,25
349,14,17,18,30,35
350,1,8,20,23,27
351,9,20,25,30,31
352,3,4,26,28,35
353,4,9,26,28,35
354,1,4,13,20,21
355,4,8,12,20,35
356,12,15,22,24,35
357,1,5,13,20,23
358,2,4,6,10,30
359,7,27,30,31,34
360,12,22,26,31,35
361,1,12,13,22,24
362,4,5,14,16,29
363,1,9,10,13,15
364,8,25,27,31,34
365,12,13,16,24,27
366,2,4,6,9,13
367,1,5,9,24,30
368,3,11,16,18,30
369,7,15,17,23,27
370,13,24,27,30,34
371,4,12,15,23,30
372,5,9,15,17,20
373,1,8,14,20,28
374,6,10,25,27,32
375,4,12,15,19,30
376,3,8,11,17,31
377,1,10,21,22,29
378,2,11,18,22,30
379,3,8,20,24,26
380,22,23,25,27,35
381,1,14,17,21,22
382,7,8,9,24,35
383,8,12,14,22,30
384,3,10,14,17,21
385,9,12,14,23,31
386,3,15,16,21,29
387,3,5,14,17,35
388,3,15,23,31,33
389,10,16,19,20,23
390,5,12,20,32,34
391,6,9,16,24,25
392,9,26,27,32,33
393,4,6,17,24,31
394,1,8,10,15,17
395,7,9,10,26,27
396,3,7,17,31,35
397,5,15,22,32,35
398,7,12,18,20,31
399,4,8,11,23,25
400,1,31,32,33,34
401,6,10,17,25,35
402,8,16,20,28,30
403,1,12,13,17,21
404,9,12,15,20,30
405,1,2,7,19,22
406,11,18,22,26,31
407,2,4,7,21,22
408,15,18,27,29,35
409,15,18,20,25,33
410,9,10,23,24,35
411,9,19,22,27,32
412,4,12,19,30,31
413,3,6,13,17,34
414,9,14,20,28,32
415,8,12,20,32,35
416,7,12,16,22,33
417,11,18,22,24,34
418,4,12,16,27,30
419,6,7,15,18,25
420,1,9,28,30,33
421,6,8,18,29,30
422,2,8,17,25,30
423,3,6,9,18,26
424,2,16,22,28,33
425,3,16,20,23,28
426,17,21,22,23,28
427,1,11,12,25,29
428,2,7,21,23,30
429,5,22,27,28,35
430,9,10,19,27,31
431,5,16,32,33,34
432,3,6,26,29,33
433,20,24,29,32,33
434,2,20,21,33,34
435,1,10,23,24,32
436,1,6,22,24,33
437,4,16,18,21,26
438,1,9,16,27,31
439,8,12,20,24,26
440,5,12,15,16,24
441,9,15,19,33,35
442,2,6,15,19,22
443,4,13,19,25,35
444,8,18,19,33,35
445,7,15,26,30,34
446,2,11,13,21,33
447,5,8,11,23,29
448,4,13,22,32,34
449,3,4,5,10,24
450,2,8,11,16,21
451,3,14,20,23,28
452,1,6,9,15,32
453,2,9,15,26,33
454,12,13,18,20,31
455,2,5,10,12,17
456,2,7,10,20,22
457,2,11,17,18,19
458,16,27,30,31,34
459,1,15,26,31,34
460,3,14,22,28,29
461,6,7,8,33,35
462,16,17,21,22,25
463,1,5,15,20,28
464,6,7,9,33,34
465,9,14,15,20,22
466,18,19,28,34,35
467,15,18,24,26,34
468,5,6,11,12,28
469,5,6,19,22,30
470,8,13,22,29,35
471,3,10,23,31,35
472,2,20,22,25,30
473,3,24,25,30,32
474,9,10,13,21,26
475,2,9,17,22,35
476,7,11,13,16,27
477,2,7,16,17,23
478,7,8,9,16,18
479,9,10,16,18,30
480,3,5,11,14,28
481,4,6,13,20,24
482,5,9,11,16,17
483,2,8,14,21,27
484,3,24,26,31,32
485,1,4,13,14,30
486,3,14,18,22,31
487,14,24,27,28,32
488,4,10,17,24,34
489,6,9,12,29,30
490,5,6,10,26,32
491,4,9,18,25,34
492,1,3,8,19,26
493,10,12,13,18,20
494,13,15,18,21,29
495,2,15,18,20,25
496,1,4,12,21,22
497,5,12,16,30,35
498,11,12,17,27,31
499,3,6,11,13,21
500,5,9,24,30,32
501,13,15,27,28,32
502,10,14,16,24,26
503,2,15,22,24,30
504,2,4,18,24,31
505,3,9,13,20,31
506,8,12,14,15,18
507,18,19,22,30,32
508,7,10,12,17,22
509,13,26,28,32,33
510,4,10,17,26,31
511,5,19,20,23,33
512,15,22,23,28,35
513,15,19,24,31,32
514,5,21,23,30,32
515,3,20,22,28,33
516,7,13,26,27,35
517,9,14,20,27,34
518,2,8,11,12,32
519,3,7,13,15,28
520,8,10,17,19,22
521,1,3,7,11,32
522,2,5,6,17,28
523,7,17,19,24,34
524,5,9,11,15,34
525,4,15,27,29,32
526,3,5,25,27,34
527,4,8,9,15,20
528,4,5,11,24,30
529,1,2,4,30,35
530,1,7,14,19,35
531,3,8,14,18,19
532,4,11,22,23,30
533,3,15,21,23,33
534,2,14,15,21,32
535,4,11,13,15,28
536,2,4,6,24,31
537,1,2,3,9,30
538,1,6,17,20,31
539,5,11,18,21,22
540,9,13,18,22,25
541,4,6,10,30,34
542,2,5,6,15,24
543,7,26,27,31,33
544,8,17,21,26,27
545,6,19,22,24,25
546,16,19,21,27,28
547,4,12,18,20,27
548,3,4,21,22,33
549,4,8,14,15,31
550,23,25,29,31,32
551,3,17,28,29,32
552,24,30,32,33,35
553,8,12,25,28,34
554,6,10,17,22,24
555,10,13,23,25,26
556,14,16,20,26,32
557,9,24,28,30,35
558,11,16,29,32,35
559,3,6,15,28,30
560,7,14,17,21,22
561,12,13,16,17,22
562,8,18,19,25,34
563,3,5,7,11,32
564,12,20,30,33,34
565,6,14,22,32,33
566,1,6,16,17,20
567,6,19,26,30,32
568,16,17,18,30,35
569,1,12,16,29,33
570,4,6,8,12,33
571,7,18,24,31,34
572,3,6,16,20,33
573,2,4,10,12,16
574,1,2,20,24,29
575,3,6,28,32,35
576,1,12,15,28,29
577,6,13,14,26,28
578,19,20,22,26,32
579,9,13,23,26,33
580,2,15,22,23,31
581,7,10,21,30,34
582,17,18,19,22,30
583,4,5,11,23,27
584,2,3,13,17,23
585,7,15,16,30,35
586,2,8,14,17,26
587,3,14,18,19,26
588,2,7,11,22,31
589,2,13,16,17,29
590,2,13,14,26,31
591,6,11,23,30,33
592,6,25,26,28,32
593,2,4,9,20,29
594,4,6,11,18,29
595,3,6,15,26,33
596,1,7,17,19,24
597,4,7,18,22,25
598,3,6,14,29,34
599,4,8,15,18,32
600,12,18,19,20,31
601,2,6,11,20,35
602,6,8,15,23,33
603,12,17,21,25,28
604,4,7,12,17,20
605,6,19,26,29,30
606,13,15,19,23,34
607,4,28,30,31,33
608,5,6,10,24,34
609,1,2,9,12,31
610,10,12,17,30,32
611,14,27,29,31,32
612,1,6,17,29,32
613,2,17,26,27,29
614,1,4,10,16,27
615,5,14,20,31,32
616,1,6,8,13,22
617,1,2,12,21,35
618,7,11,12,21,31
619,6,15,17,23,26
620,4,9,14,20,32
621,6,9,16,17,34
622,5,6,8,25,35
623,1,13,21,26,29
624,12,15,18,19,30
625,3,4,5,18,29
626,7,10,16,23,27
627,3,12,24,32,33
628,2,9,16,25,33
629,3,4,6,10,22
630,5,9,12,16,18
631,3,20,25,32,34
632,15,23,26,28,30
633,2,3,8,13,29
634,1,15,21,23,33
635,7,8,12,25,26
636,2,10,19,31,34
637,9,25,27,32,34
638,3,14,16,24,35
639,5,14,17,29,35
640,2,6,10,25,31
641,22,23,28,30,33
642,14,23,30,32,35
643,5,13,15,21,34
644,1,12,26,30,35
645,4,9,11,29,30
646,7,19,21,27,34
647,3,5,7,27,29
648,9,10,23,31,33
649,4,11,14,20,33
650,3,4,7,22,32
651,3,13,24,25,30
652,15,25,28,30,34
653,1,20,22,23,35
654,4,13,23,28,30
655,17,18,25,26,29
656,14,16,23,24,29
657,6,13,20,28,32
658,1,3,7,19,34
659,3,6,13,14,35
660,6,10,11,14,29
661,6,13,28,32,35
662,11,15,20,23,25
663,11,16,18,22,34
664,4,8,9,15,26
665,15,17,19,23,31
666,1,8,18,33,34
667,2,5,6,17,20
668,7,16,19,25,30
669,4,21,28,29,33
670,6,10,11,25,26
671,1,9,11,22,26
672,3,13,14,30,34
673,2,8,22,27,29
674,2,3,9,13,32
675,8,9,16,21,25
676,2,18,25,26,35
677,8,11,22,31,35
678,14,21,27,32,33
679,6,11,13,20,35
680,12,17,19,22,34
681,3,4,10,30,31
682,3,9,12,25,30
683,2,10,13,21,30
684,3,5,6,10,33
685,5,12,17,22,32
686,2,10,17,29,31
687,8,17,23,31,32
688,3,6,11,19,26
689,8,12,14,16,28
690,13,17,22,28,35
691,7,14,18,21,23
692,4,12,16,25,34
693,4,8,14,23,24
694,8,12,15,30,34
695,8,14,17,19,28
696,8,10,15,25,28
697,8,19,20,28,30
698,5,7,31,32,33
699,6,7,9,20,23
700,7,16,26,30,34
701,9,19,23,25,27
702,16,18,21,25,27
703,6,10,28,34,35
704,2,7,17,20,33
705,1,4,13,15,35
706,4,17,19,25,35
707,5,11,27,28,34
708,4,8,22,33,35
709,12,13,20,24,34
710,5,12,14,20,31
711,6,7,11,22,31
712,5,14,19,22,25
713,11,20,26,32,35
714,15,20,21,22,23
715,1,2,8,18,30
716,1,19,20,21,26
717,6,14,22,30,34
718,16,18,21,27,33
719,4,5,6,14,26
720,7,9,24,26,30
721,10,14,32,33,35
722,5,8,25,31,33
723,2,15,18,19,21
724,8,13,19,24,32
725,4,19,26,28,30
726,18,19,24,26,34
727,6,23,24,27,35
728,3,6,10,15,18
729,6,23,25,26,27
730,5,17,21,24,30
731,1,4,9,17,27
732,1,11,26,27,35
733,1,10,13,26,30
734,3,4,17,24,32
735,6,13,19,22,25
736,10,12,14,26,34
737,1,5,27,28,31
738,3,4,17,21,30
739,13,22,27,31,35
740,4,18,22,26,27
741,6,7,12,19,22
742,6,9,18,22,27
743,5,11,14,23,31
744,5,23,24,25,27
745,3,4,7,14,35
746,11,12,17,25,34
747,6,11,27,30,34
748,3,12,14,15,28
749,6,9,19,20,21
750,2,4,7,18,22
751,8,21,22,31,32
752,8,13,18,23,28
753,13,21,30,32,33
754,8,23,24,26,32
755,8,10,17,19,24
756,9,19,21,29,32
757,2,13,16,28,35
758,2,7,19,20,31
759,1,21,26,33,35
760,4,10,14,20,25
761,1,10,24,30,35
762,11,12,16,23,31
763,4,7,11,16,22
764,5,7,19,27,30
765,2,19,20,23,33
766,2,10,20,25,26
767,2,21,25,26,29
768,3,17,22,28,35
769,2,3,19,30,31
770,1,19,24,25,29
771,10,11,12,17,26
772,17,18,19,26,29
773,3,8,9,30,32
774,4,21,27,28,31
775,8,11,12,15,17
776,1,14,15,22,27
777,1,3,15,18,26
778,5,6,22,25,31
779,3,9,18,33,35
780,5,7,14,24,26
781,2,5,14,26,34
782,5,7,13,23,24
783,8,15,16,19,23
784,9,14,18,24,34
785,1,8,19,25,29
786,2,19,22,24,32
787,2,8,10,12,20
788,22,27,29,30,31
789,4,14,26,27,28
790,5,13,15,21,23
791,12,17,18,21,29
792,4,5,26,29,30
793,2,7,8,18,30
794,4,17,18,21,33
795,6,14,16,25,27
796,1,4,11,13,23
797,3,5,13,17,21
798,6,15,16,23,25
799,4,10,16,27,28
800,6,9,10,25,33
801,4,7,27,31,34
802,7,8,9,10,31
803,10,16,17,22,24
804,1,3,6,8,30
805,12,15,26,31,34
806,4,8,9,10,17
807,6,13,23,34,35
808,17,19,22,23,27
809,9,10,21,29,32
810,1,12,19,21,31
811,2,14,15,20,24
812,7,8,15,28,29
813,4,25,27,29,31
814,3,27,29,33,35
815,4,6,22,23,28
816,6,14,15,20,35
817,2,10,18,26,35
818,9,18,23,26,31
819,8,23,29,34,35
820,4,5,11,16,22
821,17,18,27,32,33
822,1,3,17,21,23
823,12,13,18,26,32
824,5,18,20,31,35
825,10,15,27,33,34
826,1,22,24,26,27
827,10,12,15,23,24
828,2,9,15,18,25
829,17,18,30,32,34
830,6,9,13,18,25
831,3,5,7,27,31
832,2,13,17,18,23
833,8,11,25,26,34
834,4,7,28,34,35
835,20,29,31,33,35
836,6,16,19,25,27
837,1,2,16,21,22
838,1,2,20,26,34
839,9,11,30,32,33
840,5,13,20,26,27
841,5,14,17,23,26
842,14,21,26,32,34
843,4,8,10,23,25
844,4,25,27,29,32
845,3,4,10,27,32
846,2,16,19,24,35
847,2,4,14,25,27
848,16,17,19,29,30
849,8,9,12,22,30
850,2,9,14,19,21
851,4,10,11,12,22
852,3,5,7,10,17
853,10,17,19,22,29
854,2,4,7,15,26
855,4,18,20,29,31
856,5,15,24,25,34
857,19,20,23,29,32
858,4,9,17,29,32
859,26,27,31,33,34
860,19,32,33,34,35
861,11,22,30,33,35
862,9,12,17,20,29
863,1,5,10,13,26
864,2,12,20,28,32
865,14,21,23,24,26
866,1,2,10,15,30
867,7,10,12,32,35
868,4,6,14,24,32
869,6,12,17,25,27
870,2,10,16,27,31
871,4,9,13,20,35
872,1,7,8,12,19
873,1,13,17,20,35
874,7,12,28,29,31
875,13,14,21,27,28
876,6,7,20,23,26
877,6,8,14,18,31
878,5,8,15,27,31
879,2,13,21,27,28
880,6,7,10,22,26
881,1,10,17,23,32
882,2,4,12,25,30
883,5,6,22,25,32
884,2,3,5,8,15
885,7,20,23,27,31
886,2,3,11,31,32
887,4,5,9,13,27
888,8,16,19,21,22
889,5,9,29,31,32
890,5,16,19,23,31
891,2,7,17,22,23
892,14,18,22,23,28
893,4,12,23,28,32
894,6,19,23,24,25
895,6,18,19,22,33
896,15,17,18,21,22
897,7,12,13,20,32
898,2,17,19,28,32
899,5,6,20,22,27
900,7,12,17,23,33
901,2,5,23,24,30
902,2,10,24,25,34
903,2,6,21,22,28
904,4,12,16,21,35
905,5,13,14,26,34
906,11,18,19,28,35
907,3,10,20,32,34
908,1,8,18,26,35
909,5,9,21,31,34
910,2,12,14,16,23
911,1,14,24,30,34
912,2,4,11,13,17
913,2,9,18,32,34
914,7,10,12,32,35
915,5,8,18,27,35
916,7,10,12,24,30
917,9,13,16,27,32
918,3,7,21,23,28
919,2,7,9,10,21
920,7,13,16,21,23
921,5,8,11,16,35
922,6,11,20,21,24
923,5,6,20,29,35
924,5,21,22,25,33
925,1,3,21,26,28
926,7,18,23,32,34
927,5,11,20,32,33
928,1,16,19,22,28
929,12,16,32,33,34
930,2,16,18,20,31
931,11,17,21,30,33
932,7,18,30,34,35
933,11,15,19,21,28
934,1,22,23,28,33
935,16,17,25,26,28
936,11,12,24,30,31
937,12,15,17,23,29
938,6,11,15,17,24
939,6,8,23,26,28
940,6,8,11,16,33
941,6,7,10,23,30
942,9,11,19,25,30
943,6,9,11,18,31
944,5,10,17,22,32
945,4,8,15,16,30
946,9,10,16,17,33
947,2,6,24,25,26
948,6,9,25,28,31
949,1,9,10,14,19
950,3,9,18,21,33
951,3,15,22,25,28
952,4,8,12,17,29
953,1,6,7,22,34
954,3,12,13,14,32
955,6,7,15,20,26
956,6,7,16,25,31
957,1,3,7,29,31
958,4,5,11,12,27
959,12,13,20,22,25
960,2,11,13,14,18
961,2,15,21,26,31
962,2,5,7,27,28
963,9,15,16,32,34
964,3,17,26,27,28
965,3,6,12,13,20
966,6,13,19,20,32
967,19,20,22,27,35
968,5,22,23,24,35
969,6,15,24,26,33
970,2,22,23,28,33
971,6,11,17,25,29
972,1,7,10,20,26
973,3,6,17,27,34
974,1,2,24,31,32
975,11,15,17,24,26
976,1,3,16,20,28
977,6,10,20,24,32
978,12,14,17,25,28
979,3,6,10,31,35
980,3,15,25,30,32
981,1,4,10,11,28
982,7,16,18,33,34
983,14,21,24,27,34
984,3,5,20,23,29
985,2,8,24,31,33
986,2,12,28,29,32
987,4,14,15,17,29
988,2,13,18,21,26
989,6,12,30,31,33
990,6,11,17,25,28
991,6,7,9,14,34
992,6,15,29,30,31
993,1,10,21,25,32
994,10,25,31,33,35
995,8,19,28,30,34
996,2,8,19,26,35
997,10,20,25,29,32
998,4,8,16,19,28
999,8,9,20,34,35
1000,2,8,11,16,27
1001,4,13,20,25,28
1002,4,8,9,21,27
1003,5,8,13,19,25
1004,4,9,13,25,31
1005,2,24,26,27,35
1006,10,21,25,26,35
1007,10,11,18,26,35
1008,4,15,19,23,30
1009,7,8,10,12,23
1010,1,12,25,27,33
1011,2,18,29,31,35
1012,2,14,17,31,35
1013,14,19,25,31,33
1014,12,19,22,23,35
1015,2,9,17,24,28
1016,1,6,20,24,29
1017,13,16,18,23,32
1018,7,15,22,24,30
1019,1,4,16,30,33
1020,2,22,23,24,28
1021,4,6,14,17,23
1022,4,17,20,30,34
1023,6,18,19,31,35
1024,1,2,10,18,26
1025,5,13,25,32,35
1026,1,5,12,15,26
1027,14,22,27,31,33
1028,8,29,30,34,35
1029,9,10,16,21,23
1030,6,25,27,29,32
1031,10,15,21,30,32
1032,1,10,19,21,28
1033,5,19,27,32,33
1034,4,17,20,26,32
1035,3,17,20,23,25
1036,2,10,13,33,34
1037,1,2,14,20,26
1038,7,11,12,15,16
1039,11,18,23,28,30
1040,9,22,24,27,28
1041,5,20,31,32,35
1042,6,10,17,18,25
1043,16,18,24,25,26
1044,2,3,4,23,25
1045,1,11,13,20,28
1046,1,16,30,33,35
1047,8,9,12,16,18
1048,9,16,18,25,34
1049,1,3,23,30,32
1050,7,9,26,27,32
1051,4,5,23,29,34
1052,8,17,25,26,30
1053,1,21,22,23,24
1054,1,7,12,15,23
1055,6,10,18,29,33
1056,8,16,17,19,24
1057,1,6,7,22,27
1058,4,7,22,25,32
1059,1,10,15,19,33
1060,3,6,18,21,34
1061,1,10,22,24,29
1062,15,19,21,33,34
1063,1,4,5,12,34
1064,7,9,13,16,34
1065,3,5,14,24,34
1066,15,19,28,33,35
1067,1,9,24,25,29
1068,4,7,20,22,29
1069,1,6,19,21,31
1070,1,8,22,26,29
1071,9,11,20,25,29
1072,6,13,16,27,35
1073,1,18,27,28,33
1074,1,17,19,20,29
1075,15,25,26,29,32
1076,6,11,12,19,29
1077,5,6,8,11,26
1078,2,7,24,25,33
1079,7,15,16,17,29
1080,5,11,25,30,35
1081,6,10,12,15,32
1082,7,15,16,19,21
1083,2,10,13,25,33
1084,12,15,18,23,27
1085,2,17,26,27,33
1086,7,9,19,21,27
1087,13,17,25,29,34
1088,2,5,18,21,22
1089,3,15,31,33,34
1090,3,7,30,31,33
1091,10,16,27,29,30
1092,1,2,14,16,19
1093,1,10,13,14,27
1094,3,5,15,22,30
1095,3,11,13,14,30
1096,1,8,17,18,21
1097,2,7,20,25,27
1098,1,7,13,25,29
1099,1,12,28,30,32
1100,10,16,17,22,24
1101,1,12,13,28,32
1102,20,26,30,34,35
1103,2,7,16,23,31
1104,3,5,10,28,34
1105,17,23,24,26,35
1106,12,15,25,26,28
1107,9,12,13,14,20
1108,2,4,10,15,30
1109,5,19,21,27,34
1110,6,16,17,30,35
1111,1,7,12,16,20
1112,17,23,31,33,35
1113,1,8,12,25,27
1114,13,25,28,29,33
1115,5,7,19,22,33
1116,13,17,23,29,32
1117,9,11,18,20,35
1118,9,24,25,29,34
1119,10,15,16,21,33
1120,11,14,21,25,28
1121,10,11,22,29,33
1122,1,7,15,31,34
1123,14,18,20,29,33
1124,25,26,28,30,33
1125,17,19,21,23,25
1126,3,6,13,28,31
1127,2,23,28,31,34
1128,2,6,9,18,31
1129,16,18,19,22,34
1130,4,7,17,20,35
1131,15,17,21,30,31
1132,9,16,19,28,31
1133,3,5,6,9,32
1134,10,11,14,21,31
1135,4,14,20,32,33
1136,7,9,18,34,35
1137,10,16,17,19,32
1138,14,17,20,23,34
1139,9,16,20,24,27
1140,3,18,22,24,26
1141,4,5,12,21,33
1142,11,18,24,32,34
1143,12,19,21,31,35
1144,8,9,12,23,31
1145,2,7,13,26,31
1146,3,16,20,22,33
1147,7,13,16,23,32
1148,5,6,12,20,23
1149,1,8,20,23,29
1150,2,9,22,27,31
1151,7,8,9,19,26
1152,1,11,21,29,32
1153,1,2,18,20,31
